Player,Nation_std,Pos_std,Squad_std,Born_std,Playing Time_MP_std,Playing Time_Starts,Playing Time_Min_std,Playing Time_90s_std,Performance_Gls,Performance_G-PK,Performance_PK,Performance_PKatt,Per 90 Minutes_Gls,Per 90 Minutes_G-PK,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s_match,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off
Julius Bochmann,de GER,DF,Verl,2005,24,24,2097,23.3,0,0,0,0,0.00,0.00,87,89.6,23.3,24,87,21,0,,0,0.42,21,67,-46,-1.97,+0.99
Fiete Bock,de GER,FW,Hansa Rostock,2007,12,12,1020,11.3,3,3,0,0,0.26,0.26,85,43.6,11.3,12,85,5,0,,0,1.58,24,28,-4,-0.35,+1.22
Felix Boelter,de GER,DF,Carl Zeiss Jena,2005,17,17,1387,15.4,2,2,0,0,0.13,0.13,82,59.3,15.4,17,82,11,0,,0,1.00,27,26,+1,+0.06,+1.95
Dmytro Bohdanov,ua UKR,MF,Dresden,2007,15,15,1207,13.4,10,9,1,1,0.75,0.67,80,51.6,13.4,15,80,5,0,,0,1.40,25,27,-2,-0.15,+0.17
Pepe Böhm,de GER,MF,RB Leipzig,2006,7,3,323,3.6,0,0,0,0,0.00,0.00,46,13.8,3.6,3,80,2,4,21,3,1.86,4,9,-5,-1.39,-2.11
Lars Böhmeke,de GER,GK,Ingolstadt,2005,6,6,495,5.5,0,0,0,0,0.00,0.00,83,21.2,5.5,6,83,5,0,,7,2.17,11,4,+7,+1.27,+0.39
Felix Boldin,de GER,MF,Verl,2005,9,3,235,2.6,0,0,0,0,0.00,0.00,26,10.0,2.6,3,47,0,6,16,5,0.11,3,9,-6,-2.30,-0.25
Moritz Borchert,de GER,MF,Wuppertal U19,2006,4,2,158,1.8,0,0,0,0,0.00,0.00,40,6.8,1.8,2,68,1,2,12,5,0.00,0,9,-9,-5.13,-3.44
Lorenzo Bordo,hu HUN,FW,Hannover 96,1996,14,10,926,10.3,0,0,0,0,0.00,0.00,66,39.6,10.3,10,82,7,4,27,0,1.50,13,14,-1,-0.10,-0.99
Etienne Borie,de GER,MF,Köln,2006,22,20,1707,19.0,6,5,1,1,0.32,0.26,78,72.9,19.0,20,82,12,2,37,0,1.14,25,28,-3,-0.16,-0.44
Benedikt Börner,de GER,GK,Wolfsburg,2006,2,2,180,2.0,0,0,0,0,0.00,0.00,90,7.7,2.0,2,90,2,0,,17,1.50,9,4,+5,+2.50,-0.13
Lukas Bornschein,de GER,MF,Hamburger SV,2005,13,13,1170,13.0,2,2,0,0,0.15,0.15,90,50.0,13.0,13,90,13,0,,0,1.62,20,21,-1,-0.08,+0.31
Jona Borsum,de GER,MF,BTSV,2005,22,22,1921,21.3,1,1,0,0,0.05,0.05,87,82.1,21.3,22,87,20,0,,0,1.09,32,43,-11,-0.52,+1.42
Oliwier Bosacki,de GER,FW,BTSV,2006,15,0,215,2.4,1,1,0,0,0.42,0.42,14,9.2,2.4,0,,0,15,14,3,0.40,2,11,-9,-3.77,-3.30
Winsley Boteli,ch SUI,FW,Gladbach,2006,21,20,1656,18.4,21,16,5,5,1.14,0.87,79,70.8,18.4,20,81,11,1,35,0,1.78,43,24,+19,+1.03,-1.99
Lasse von Bötticher,de GER,MF,Hannover 96,2005,16,3,425,4.7,0,0,0,0,0.00,0.00,27,18.2,4.7,3,63,0,13,18,7,2.38,10,7,+3,+0.64,+0.17
Anas Bouda,de GER,MF,Kaiserslautern,2005,10,10,790,8.8,0,0,0,0,0.00,0.00,79,33.8,8.8,10,79,7,0,,0,1.00,8,19,-11,-1.25,+0.26
Niko Božičković,ba BIH,DF,Bochum,2005,18,17,1507,16.7,1,1,0,0,0.06,0.06,84,64.4,16.7,17,85,16,1,55,0,0.94,28,39,-11,-0.66,-0.66
Georgios Bozouris,,DF,Wuppertal U19,,1,0,26,0.3,0,0,0,0,0.00,0.00,26,1.1,0.3,0,,0,1,26,0,0.00,0,0,0,0.00,+1.94
Julian Brätz,de GER,GK,Eintracht Frankfurt,2006,14,14,1222,13.6,0,0,0,0,0.00,0.00,87,52.2,13.6,14,87,13,0,,5,2.36,33,19,+14,+1.03,+1.35
Luan Braun,de GER,DF,Nürnberg,2006,4,2,151,1.7,0,0,0,0,0.00,0.00,38,6.5,1.7,2,49,0,2,27,6,0.75,2,6,-4,-2.38,-2.18
Manuel Braun,de GER,MF,Wolfsburg,2005,20,18,1611,17.9,0,0,0,0,0.00,0.00,81,68.8,17.9,18,88,14,2,18,1,2.30,61,11,+50,+2.79,+0.57
Luis Breitenbruch,de GER,MF,Kaiserslautern,2005,13,6,698,7.8,0,0,0,0,0.00,0.00,54,29.8,7.8,6,84,4,7,28,10,0.46,7,25,-18,-2.32,-1.28
Liam Brenn,de GER,GK,Hertha BSC,2006,1,1,90,1.0,0,0,0,0,0.00,0.00,90,3.8,1.0,1,90,1,0,,5,3.00,3,2,+1,+1.00,-0.40
Marten Brink,de GER,GK,Osnabrück,2005,2,2,180,2.0,0,0,0,0,0.00,0.00,90,7.7,2.0,2,90,2,0,,10,2.00,4,0,+4,+2.00,+3.00
Felix Brinkmann,de GER,DF,Verl,2005,18,16,1431,15.9,0,0,0,0,0.00,0.00,80,61.2,15.9,16,81,10,2,65,0,0.28,12,49,-37,-2.33,-0.64
Bennit Bröger,de GER,MF,Wolfsburg,2006,25,25,2059,22.9,7,7,0,0,0.31,0.31,82,88.0,22.9,25,82,15,0,,0,2.12,72,21,+51,+2.23,-3.22
Paris Brunner,de GER,FW,Dortmund,2006,22,20,1743,19.4,20,14,6,6,1.03,0.72,79,74.5,19.4,20,83,11,2,45,0,2.40,57,13,+44,+2.27,+0.16
Bilal Brusdeilins,de GER,MF,Schalke 04,2006,18,8,906,10.1,2,2,0,0,0.20,0.20,50,38.7,10.1,8,67,2,10,37,0,1.72,22,13,+9,+0.89,+0.52
Philip Buczkowski,de GER,DF,Schalke 04,2005,13,6,446,5.0,0,0,0,0,0.00,0.00,34,19.1,5.0,6,54,0,7,18,4,1.85,9,5,+4,+0.81,+0.28
Julius Bugenhagen,de GER,DF,MSV Duisburg,2005,24,24,1986,22.1,3,3,0,0,0.14,0.14,83,84.9,22.1,24,83,18,0,,0,1.29,40,33,+7,+0.32,+1.59
Eliot Bujupi,xk KVX,FW,Stuttgart,2006,24,16,1297,14.4,14,14,0,0,0.97,0.97,54,55.4,14.4,16,70,2,8,22,0,1.88,39,18,+21,+1.46,+0.68
Lejs Bukvić,de GER,MF,Osnabrück,2006,15,7,661,7.3,0,0,0,0,0.00,0.00,44,28.2,7.3,7,67,0,8,24,3,1.00,10,18,-8,-1.09,-0.45
Emirhan Bülbül,de GER,MF,Viktoria Köln,2005,5,1,148,1.6,0,0,0,0,0.00,0.00,30,6.3,1.6,1,74,0,4,19,3,1.20,5,7,-2,-1.22,-1.46
Amer Buljubašić,ba BIH,FW,Hamburger SV,2006,22,7,758,8.4,3,3,0,0,0.36,0.36,34,32.4,8.4,7,67,0,15,19,2,1.50,9,13,-4,-0.47,-0.36
Anton Bulland,de GER,DF,RB Leipzig,2006,14,9,852,9.5,0,0,0,0,0.00,0.00,61,36.4,9.5,9,79,4,5,28,1,1.57,19,10,+9,+0.95,+0.83
Taylan Bulut,de GER,DF,Schalke 04,2006,18,17,1527,17.0,4,1,3,3,0.24,0.06,85,65.3,17.0,17,87,15,1,45,0,1.56,29,25,+4,+0.24,-0.98
Jan Bürger,de GER,DF,Wolfsburg,2007,5,1,161,1.8,1,1,0,0,0.56,0.56,32,6.9,1.8,1,90,1,4,18,0,2.40,10,0,+10,+5.59,+3.19
Niklas Burlage,de GER,MF,Arminia,2005,23,12,896,10.0,3,3,0,0,0.30,0.30,39,38.3,10.0,12,61,0,11,15,3,0.96,10,22,-12,-1.21,-0.58
Luca Busch Garcia,de GER,DF,Alemannia Aachen,2006,5,2,178,2.0,2,2,0,0,1.01,1.01,36,7.6,2.0,2,58,0,3,21,1,1.20,4,8,-4,-2.02,-1.27
Benjamin Bußmann,de GER,GK,Köln,2005,1,1,90,1.0,0,0,0,0,0.00,0.00,90,3.8,1.0,1,90,1,0,,9,3.00,2,0,+2,+2.00,+2.12
Jonah Busse,de GER,GK,Arminia,2005,14,14,1260,14.0,0,0,0,0,0.00,0.00,90,53.8,14.0,14,90,14,0,,11,0.79,12,32,-20,-1.43,-1.26
Anders Børset,no NOR,DF,Wolfsburg,2006,22,20,1734,19.3,6,6,0,0,0.31,0.31,79,74.1,19.3,20,85,15,2,15,1,2.09,64,18,+46,+2.39,-0.88
Leon Çalışkan,de GER,MF,Düsseldorf,2006,25,18,1635,18.2,2,2,0,0,0.11,0.11,65,69.9,18.2,18,84,14,7,17,1,1.16,32,30,+2,+0.11,+0.62
Abba Camara,de GER,MF,Düsseldorf,2006,24,22,2012,22.4,0,0,0,0,0.00,0.00,84,86.0,22.4,22,89,20,2,23,0,1.25,40,41,-1,-0.04,+0.23
Nourdine Camara,de GER,MF,Leverkusen,2006,4,0,34,0.4,0,0,0,0,0.00,0.00,9,1.5,0.4,0,,0,4,9,3,1.50,0,0,0,0.00,-1.01
Cole Campbell,us USA,FW,Dortmund,2006,22,20,1547,17.2,8,8,0,0,0.47,0.47,70,66.1,17.2,20,73,5,2,45,0,2.40,50,16,+34,+1.98,-0.75
Noah Can Kardam,de GER,MF,Hertha BSC,2005,8,8,720,8.0,0,0,0,0,0.00,0.00,90,30.8,8.0,8,90,8,0,,3,2.50,22,6,+16,+2.00,+0.89
Selahattin Çankırlı,de GER,FW,Düsseldorf,2006,12,3,320,3.6,1,1,0,0,0.28,0.28,27,13.7,3.6,3,72,0,9,12,5,1.50,10,6,+4,+1.13,+1.39
Phong Cao,de GER,MF,Union Berlin,2006,7,0,118,1.3,0,0,0,0,0.00,0.00,17,5.0,1.3,0,,0,7,17,7,1.86,0,1,-1,-0.76,-1.53
Silviu Capotă,ro ROU,FW,Karlsruher,2005,1,0,11,0.1,0,0,0,0,0.00,0.00,11,0.5,0.1,0,,0,1,11,0,0.00,2,0,+2,+16.36,+15.82
Tiago Cardoso,lu LUX,GK,Gladbach,2006,15,15,1349,15.0,0,0,0,0,0.00,0.00,90,57.6,15.0,15,90,14,0,,6,1.94,35,17,+18,+1.20,-0.98
Samuele Carella,de GER,FW,Köln,2006,16,1,312,3.5,0,0,0,0,0.00,0.00,20,13.3,3.5,1,90,1,15,15,2,1.13,5,8,-3,-0.87,-0.95
Talha Catkaya,de GER,DF,Gladbach,2006,18,16,1420,15.8,3,3,0,0,0.19,0.19,79,60.7,15.8,16,85,14,2,32,1,2.11,44,17,+27,+1.71,+0.24
Bera Çeken,tr TUR,MF,Sandhausen,2005,13,11,918,10.2,3,3,0,0,0.29,0.29,71,39.2,10.2,11,79,3,2,27,0,0.92,15,21,-6,-0.59,+0.80
Almir Čelik,ba BIH,FW,Sandhausen,2006,2,0,6,0.1,0,0,0,0,0.00,0.00,3,0.3,0.1,0,,0,2,3,2,1.50,0,0,0,0.00,+1.08
Dennis Çelik,tr TUR,MF,Wolfsburg,2006,1,0,9,0.1,0,0,0,0,0.00,0.00,9,0.4,0.1,0,,0,1,9,0,3.00,0,0,0,0.00,-2.63
Aboubaker El Chaar,de GER,MF,Düsseldorf,2007,1,0,5,0.1,0,0,0,0,0.00,0.00,5,0.2,0.1,0,,0,1,5,1,1.00,0,1,-1,-18.00,-17.96
Ayoub Chaikhoun,ma MAR,MF,Eintracht Frankfurt,2006,16,13,1054,11.7,1,1,0,0,0.09,0.09,66,45.0,11.7,13,74,4,3,32,0,1.63,19,20,-1,-0.09,-0.86
Nick Cherny,de GER,MF,Dortmund,2007,4,0,114,1.3,0,0,0,0,0.00,0.00,29,4.9,1.3,0,,0,4,29,1,3.00,3,0,+3,+2.37,+0.14
Johann Chirinos,us USA,MF,Greuther Fürth,2005,26,23,1783,19.8,5,4,1,1,0.25,0.20,69,76.2,19.8,23,74,3,3,30,0,1.00,23,38,-15,-0.76,+0.37
Levin Chiumento,de GER,FW,Nürnberg,2007,1,0,37,0.4,0,0,0,0,0.00,0.00,37,1.6,0.4,0,,0,1,37,1,0.00,1,0,+1,+2.43,+2.82
Chinedu Chukwukelu,de GER,MF,Köln,2006,8,2,264,2.9,0,0,0,0,0.00,0.00,33,11.3,2.9,2,60,0,6,24,2,1.13,4,7,-3,-1.02,-1.11
Kerem Cigerli,de GER,MF,Wuppertal U19,2006,1,0,4,0.0,0,0,0,0,0.00,0.00,4,0.2,0.0,0,,0,1,4,3,0.00,0,2,-2,-45.00,-43.15
Emre Cil,de GER,DF,MSV Duisburg,2005,16,16,1230,13.7,0,0,0,0,0.00,0.00,77,52.6,13.7,16,77,7,0,,0,1.25,24,21,+3,+0.22,+0.30
Ion Ciobanu,md MDA,MF,Union Berlin,2006,17,4,515,5.7,2,2,0,0,0.35,0.35,30,22.0,5.7,4,69,0,13,18,7,2.00,14,12,+2,+0.35,-0.44
Kemal Cirpan,de GER,FW,Karlsruher,2006,17,10,910,10.1,1,1,0,0,0.10,0.10,54,38.9,10.1,10,80,5,7,16,3,1.94,17,5,+12,+1.19,+0.94
Chérif Cissé,de GER,FW,Greuther Fürth,2006,12,2,335,3.7,0,0,0,0,0.00,0.00,28,14.3,3.7,2,57,0,10,22,7,0.67,1,9,-8,-2.15,-1.52
Kerem Çolak,,MF,Alemannia Aachen,,1,0,13,0.1,0,0,0,0,0.00,0.00,13,0.6,0.1,0,,0,1,13,0,3.00,0,0,0,0.00,+0.85
Simo Collins,de GER,DF,Dresden,2006,18,16,1421,15.8,0,0,0,0,0.00,0.00,79,60.7,15.8,16,88,15,2,5,3,1.44,28,28,0,0.00,+0.59
Maurice Cord-Brüning,de GER,DF,Verl,2005,4,1,105,1.2,0,0,0,0,0.00,0.00,26,4.5,1.2,1,54,0,3,17,10,0.00,2,4,-2,-1.71,+0.38
Luis Cortijo Lange,de GER,FW,Köln,2005,23,10,881,9.8,5,3,2,2,0.51,0.31,38,37.6,9.8,10,62,0,13,20,2,1.22,20,15,+5,+0.51,+0.88
David Costa,de GER,FW,Wolfsburg,2006,22,10,989,11.0,2,2,0,0,0.18,0.18,45,42.3,11.0,10,78,5,12,18,3,2.23,45,9,+36,+3.28,+1.14
Jessé Costa,ca CAN,MF,Wolfsburg,2005,18,2,390,4.3,2,1,1,1,0.46,0.23,22,16.7,4.3,2,75,1,16,15,4,2.22,22,3,+19,+4.38,+2.12
Abdoul Coulibaly,de GER,DF,Hamburger SV,2007,11,11,950,10.6,0,0,0,0,0.00,0.00,86,40.6,10.6,11,86,9,0,,0,1.55,17,19,-2,-0.19,+0.07
Rayen Čović,de GER,MF,BTSV,2006,4,1,49,0.5,0,0,0,0,0.00,0.00,12,2.1,0.5,1,30,0,3,6,5,1.50,0,4,-4,-7.35,-6.72
Finn Cramer,de GER,MF,Meppen,2006,25,25,2051,22.8,8,8,0,0,0.35,0.35,82,87.6,22.8,25,82,15,0,,0,0.80,36,44,-8,-0.35,+3.70
Titus Croonen,de GER,MF,MSV Duisburg,2006,14,5,593,6.6,0,0,0,0,0.00,0.00,42,25.3,6.6,5,76,3,9,23,0,2.00,14,11,+3,+0.46,+0.51
Milan Czako,de GER,GK,Düsseldorf,2006,19,19,1710,19.0,0,0,0,0,0.00,0.00,90,73.1,19.0,19,90,19,0,,5,1.42,36,31,+5,+0.26,+1.26
Noel Czapelka,de GER,DF,Paderborn 07,2005,14,11,993,11.0,0,0,0,0,0.00,0.00,71,42.4,11.0,11,84,9,3,24,8,1.50,21,17,+4,+0.36,-0.37
Luc Dabrowski,de GER,DF,Bochum,2006,21,17,1612,17.9,1,1,0,0,0.06,0.06,77,68.9,17.9,17,90,16,4,22,2,1.33,34,41,-7,-0.39,+0.10
Diren Dagdeviren,tr TUR,MF,Hoffenheim,2005,24,23,2020,22.4,0,0,0,0,0.00,0.00,84,86.3,22.4,23,87,18,1,27,0,2.59,71,22,+49,+2.18,-0.63
Muhammad Dahaba,de GER,DF,St Pauli,2005,15,15,1350,15.0,0,0,0,0,0.00,0.00,90,57.7,15.0,15,90,15,0,,0,1.67,22,24,-2,-0.13,+0.32
David Daiber,pt POR,FW,Bayern Munich,2007,2,0,36,0.4,0,0,0,0,0.00,0.00,18,1.5,0.4,0,,0,2,18,0,1.50,1,2,-1,-2.50,-2.66
Maxim Dal,de GER,DF,Mainz 05,2006,10,9,718,8.0,1,1,0,0,0.13,0.13,72,30.7,8.0,9,79,5,1,9,0,2.00,17,8,+9,+1.13,+1.24
Magnus Dalpiaz,at AUT,DF,Bayern Munich,2007,6,5,441,4.9,0,0,0,0,0.00,0.00,74,18.8,4.9,5,87,4,1,8,0,0.50,7,16,-9,-1.84,-2.41
David Damala,de GER,MF,RB Leipzig,2006,7,3,281,3.1,1,1,0,0,0.32,0.32,40,12.0,3.1,3,59,0,4,26,1,2.00,8,5,+3,+0.96,+0.61
Jacob Danquah,de GER,DF,Hannover 96,2005,18,17,1550,17.2,0,0,0,0,0.00,0.00,86,66.2,17.2,17,90,17,1,20,0,1.44,30,29,+1,+0.06,-1.31
Bence Dárdai,hu HUN,MF,Hertha BSC,2006,7,7,544,6.0,1,1,0,0,0.17,0.17,78,23.2,6.0,7,78,3,0,,0,1.78,17,10,+7,+1.16,-0.30
Aiman Dardari,lu LUX,MF,Mainz 05,2005,22,20,1667,18.5,11,11,0,0,0.59,0.59,76,71.2,18.5,20,81,10,2,24,0,1.77,35,30,+5,+0.27,0.00
Maher Darwich,ly LBY,DF,Bayern Munich,2006,19,11,1085,12.1,1,1,0,0,0.08,0.08,57,46.4,12.1,11,86,9,8,18,4,1.53,28,18,+10,+0.83,+1.33
Yannik Dasbach,de GER,DF,Gladbach,2006,19,18,1545,17.2,0,0,0,0,0.00,0.00,81,66.0,17.2,18,84,13,1,30,0,1.85,41,20,+21,+1.22,-1.15
Henrik Daut,de GER,FW,Ingolstadt,2005,9,1,178,2.0,0,0,0,0,0.00,0.00,20,7.6,2.0,1,68,0,8,14,2,2.78,3,2,+1,+0.51,-0.49
Sébastien De Molder,de GER,GK,Karlsruher,1995,8,8,720,8.0,0,0,0,0,0.00,0.00,90,30.8,8.0,8,90,8,0,,5,1.88,20,13,+7,+0.87,+0.38
Colin Decker,de GER,DF,Meppen,2006,13,3,565,6.3,5,5,0,0,0.80,0.80,43,24.1,6.3,3,68,0,10,36,4,0.62,12,17,-5,-0.80,+0.01
Elias Decker,de GER,DF,Ingolstadt,2006,22,22,1965,21.8,0,0,0,0,0.00,0.00,89,84.0,21.8,22,89,19,0,,0,2.23,39,18,+21,+0.96,0.00
Batuhan Deliboyraz,,DF,Mainz 05,2007,2,1,93,1.0,0,0,0,0,0.00,0.00,47,4.0,1.0,1,81,0,1,12,0,1.50,3,3,0,0.00,-0.28
Emirhan Delifer,de GER,DF,Paderborn 07,2005,18,5,480,5.3,5,5,0,0,0.94,0.94,27,20.5,5.3,5,65,0,13,12,6,1.72,17,9,+8,+1.50,+1.16
Emirhan Demircan,tr TUR,FW,Bayern Munich,2005,12,8,685,7.6,4,4,0,0,0.53,0.53,57,29.3,7.6,8,68,1,4,36,0,1.17,14,15,-1,-0.13,-0.35
Nathan van der Graaf,de GER,MF,Meppen,2005,8,1,289,3.2,1,1,0,0,0.31,0.31,36,12.4,3.2,1,90,1,7,28,0,0.50,3,8,-5,-1.56,-0.85
Justin von der Hitz,de GER,DF,Köln,2006,13,13,997,11.1,0,0,0,0,0.00,0.00,77,42.6,11.1,13,77,8,0,,0,1.38,17,16,+1,+0.09,+0.22
Favour Derick,de GER,DF,Sandhausen,2006,21,12,1164,12.9,0,0,0,0,0.00,0.00,55,49.7,12.9,12,87,9,9,13,3,0.67,15,40,-25,-1.93,-1.70
Yusuf Derin,de GER,MF,Verl,2006,24,3,565,6.3,2,2,0,0,0.32,0.32,24,24.1,6.3,3,51,0,21,20,0,0.42,9,20,-11,-1.75,+0.43
Benjamin Desić,de GER,MF,Greuther Fürth,2005,20,18,1617,18.0,0,0,0,0,0.00,0.00,81,69.1,18.0,18,85,12,2,42,2,1.25,26,33,-7,-0.39,+1.48
Luis Dettling,de GER,MF,Karlsruher,2005,24,17,1456,16.2,3,3,0,0,0.19,0.19,61,62.2,16.2,17,77,4,7,21,0,1.88,36,30,+6,+0.37,-0.65
Grayson Dettoni,us USA,DF,Bayern Munich,2005,1,1,90,1.0,0,0,0,0,0.00,0.00,90,3.8,1.0,1,90,1,0,,1,3.00,4,0,+4,+4.00,+4.04
Karim Dhouib,de GER,MF,Leverkusen,2006,2,0,4,0.0,0,0,0,0,0.00,0.00,2,0.2,0.0,0,,0,2,2,6,3.00,1,0,+1,+22.50,+21.54
Ousmane Diallo,es ESP,FW,Dortmund,2007,14,4,400,4.4,2,2,0,0,0.45,0.45,29,17.1,4.4,4,51,0,10,20,7,2.69,16,4,+12,+2.70,+0.57
Fernando Dickes,de GER,GK,RB Leipzig,2007,11,11,990,11.0,0,0,0,0,0.00,0.00,90,42.3,11.0,11,90,11,0,,0,1.64,23,18,+5,+0.45,+0.05
Elias Dietzel,de GER,DF,Carl Zeiss Jena,2007,3,3,270,3.0,0,0,0,0,0.00,0.00,90,11.5,3.0,3,90,3,0,,0,0.00,2,11,-9,-3.00,-2.57
Leon Diezemann,de GER,DF,Hertha BSC,2006,3,0,34,0.4,0,0,0,0,0.00,0.00,11,1.5,0.4,0,,0,3,11,7,2.33,2,0,+2,+5.29,+3.97
Ibrahim Digberekou,be BEL,DF,Gladbach,2005,12,10,821,9.1,2,1,1,1,0.22,0.11,68,35.1,9.1,10,75,5,2,38,0,1.71,28,10,+18,+1.97,+0.55
Taylan Dilerim,de GER,FW,St Pauli,2008,1,0,36,0.4,0,0,0,0,0.00,0.00,36,1.5,0.4,0,,0,1,36,0,0.00,2,2,0,0.00,+0.27
Florian Dimmer,de GER,GK,Gladbach,2005,9,9,810,9.0,0,0,0,0,0.00,0.00,90,34.6,9.0,9,90,9,0,,12,1.90,31,8,+23,+2.56,+1.44
Jordi Dindić,de GER,MF,Osnabrück,2006,4,0,79,0.9,0,0,0,0,0.00,0.00,20,3.4,0.9,0,,0,4,20,2,0.00,2,2,0,0.00,+0.80
Dominic Dittrich,de GER,FW,Ingolstadt,2007,1,0,16,0.2,0,0,0,0,0.00,0.00,16,0.7,0.2,0,,0,1,16,0,0.00,0,1,-1,-5.63,-6.63
Adrian Doci,de GER,MF,Wolfsburg,2005,8,1,104,1.2,1,1,0,0,0.87,0.87,13,4.4,1.2,1,36,0,7,10,2,2.13,5,1,+4,+3.46,+0.89
Wilko Docter,de GER,MF,Meppen,2005,21,10,1068,11.9,2,2,0,0,0.17,0.17,51,45.6,11.9,10,76,3,11,28,1,0.76,20,26,-6,-0.51,+0.56
Michel Dorow,de GER,GK,Verl,2005,3,2,222,2.5,0,0,0,0,0.00,0.00,74,9.5,2.5,2,90,2,1,42,7,0.00,1,14,-13,-5.27,-3.53
Niklas Dörr,de GER,FW,Schalke 04,2005,17,3,430,4.8,2,2,0,0,0.42,0.42,25,18.4,4.8,3,67,0,14,16,3,1.53,12,4,+8,+1.67,+1.34
Roman Doulashi,iq IRQ,MF,Schalke 04,2005,9,1,104,1.2,0,0,0,0,0.00,0.00,12,4.4,1.2,1,64,0,8,5,0,2.44,3,0,+3,+2.60,+2.11
Fousseny Doumbia,de GER,DF,Eintracht Frankfurt,2005,24,24,2009,22.3,0,0,0,0,0.00,0.00,84,85.9,22.3,24,84,21,0,,0,1.75,47,37,+10,+0.45,+0.45
Ognjen Drakulić,rs SRB,MF,Ingolstadt,2006,19,19,1440,16.0,8,8,0,0,0.50,0.50,76,61.5,16.0,19,76,4,0,,0,2.11,35,16,+19,+1.19,+0.59
David Dreo,rs SRB,FW,Augsburg,2006,26,17,1501,16.7,7,7,0,0,0.42,0.42,58,64.1,16.7,17,77,6,9,20,0,0.54,23,43,-20,-1.20,+1.16
Joshua Drevenstedt,de GER,DF,BTSV,2006,1,0,12,0.1,0,0,0,0,0.00,0.00,12,0.5,0.1,0,,0,1,12,2,0.00,0,1,-1,-7.50,-6.77
Iason Drobny,,GK,1860 Munich,2006,3,3,270,3.0,0,0,0,0,0.00,0.00,90,11.5,3.0,3,90,3,0,,9,1.00,2,2,0,0.00,+0.09
Joshua Dudock,de GER,FW,Werder Bremen,2005,16,16,1372,15.2,8,8,0,0,0.52,0.52,86,58.6,15.2,16,86,13,0,,0,0.88,22,32,-10,-0.66,+0.27
Arda Dugramaci,de GER,MF,Verl,2005,9,8,634,7.0,0,0,0,0,0.00,0.00,70,27.1,7.0,8,74,3,1,45,1,0.33,8,24,-16,-2.27,-0.27
Sean Dulić,de GER,DF,1860 Munich,2005,26,26,2285,25.4,2,2,0,0,0.08,0.08,88,97.6,25.4,26,88,25,0,,0,1.35,37,37,0,0.00,+3.27
George Dumitru,ro ROU,MF,1860 Munich,2005,14,14,1250,13.9,0,0,0,0,0.00,0.00,89,53.4,13.9,14,89,12,0,,0,1.29,16,19,-3,-0.22,-0.30
Sejdo Durakov,de GER,MF,Bayern Munich,2007,1,0,8,0.1,0,0,0,0,0.00,0.00,8,0.3,0.1,0,,0,1,8,0,0.00,0,0,0,0.00,-0.12
Emir Duran,de GER,MF,1860 Munich,2006,1,0,9,0.1,0,0,0,0,0.00,0.00,9,0.4,0.1,0,,0,1,9,2,0.00,0,0,0,0.00,+0.08
Julien Duranville,be BEL,FW,Dortmund,2006,5,5,250,2.8,0,0,0,0,0.00,0.00,50,10.7,2.8,5,50,0,0,,0,2.60,8,2,+6,+2.16,-0.08
Emre Dursun,de GER,MF,1860 Munich,2006,21,5,563,6.3,1,1,0,0,0.16,0.16,27,24.1,6.3,5,74,0,16,12,2,1.33,12,13,-1,-0.16,-0.11
Uchechi Duru,ch SUI,DF,Ingolstadt,2006,9,6,460,5.1,0,0,0,0,0.00,0.00,51,19.7,5.1,6,70,3,3,14,7,2.44,14,5,+9,+1.76,+0.99
Gentian Dushaj,de GER,MF,Augsburg,2007,1,0,54,0.6,0,0,0,0,0.00,0.00,54,2.3,0.6,0,,0,1,54,0,0.00,0,3,-3,-5.00,-3.46
GIl Ebner,de GER,MF,Nürnberg,2006,20,17,1491,16.6,1,1,0,0,0.06,0.06,75,63.7,16.6,17,80,6,3,42,0,1.50,38,28,+10,+0.60,+2.62
Jason Eckl,de GER,FW,Bayern Munich,2007,2,0,19,0.2,0,0,0,0,0.00,0.00,10,0.8,0.2,0,,0,2,10,1,1.50,0,0,0,0.00,-0.12
Yannick Eduardo,cz CZE,FW,RB Leipzig,2006,26,25,1936,21.5,18,17,1,1,0.84,0.79,74,82.7,21.5,25,76,8,1,45,0,1.73,45,33,+12,+0.56,+0.78
Dennis Egel,de GER,DF,Sandhausen,2005,22,22,1926,21.4,0,0,0,0,0.00,0.00,88,82.3,21.4,22,88,20,0,,0,0.64,28,49,-21,-0.98,+0.54
Ajdin Eglenović,de GER,MF,Alemannia Aachen,2006,16,4,461,5.1,0,0,0,0,0.00,0.00,29,19.7,5.1,4,66,1,12,17,3,1.13,8,16,-8,-1.56,-0.89
Isaiah Eichie,de GER,DF,Leverkusen,2007,7,1,100,1.1,0,0,0,0,0.00,0.00,14,4.3,1.1,1,72,0,6,5,12,2.57,2,2,0,0.00,-1.04
Benjamin Eichner,de GER,DF,Nürnberg,2007,1,0,41,0.5,0,0,0,0,0.00,0.00,41,1.8,0.5,0,,0,1,41,0,0.00,0,2,-2,-4.39,-4.12
Jonas Eilers,de GER,MF,Werder Bremen,2006,6,4,375,4.2,0,0,0,0,0.00,0.00,63,16.0,4.2,4,79,3,2,30,10,0.67,2,10,-8,-1.92,-1.37
